Sample time,accel,throttle,speed,separation
5.5,-0.456817830938625,0.3780544254092,3.2866,3.58710000000002
5.55,-0.434921586324745,0,3.2866,3.58710000000002
5.7,-0.340894654524926,0.342737263095405,2.8062,3.03370000000001
5.75,-0.336841330786721,0,2.8062,3.03370000000001
5.54,-0.32810772919579,0,3.2866,3.58710000000002
5.6,-0.325172596747096,0.302226378534901,3.0711,3.2987
5.53,-0.285933936124081,0,3.2866,3.58710000000002
5.51,-0.283302642233369,0,3.2866,3.58710000000002
5.52,-0.281656862441242,0,3.2866,3.58710000000002
5.65,-0.253805517117441,0,3.0711,3.2987
5.74,-0.246533799062299,0,2.8062,3.03370000000001
5.3,-0.242233006059035,0.459983695792926,3.8232,4.26760000000002
5.73,-0.239831271823033,0,2.8062,3.03370000000001
5.8,-0.238033228908754,0.329465994606446,2.632,2.78249999999997
5.72,-0.232836701935711,0,2.8062,3.03370000000001
6.15,-0.222458973101236,0,2.0028,2.08299999999997
5.71,-0.220990381188975,0,2.8062,3.03370000000001
5.45,-0.212147525862991,0,3.6246,3.90879999999999
6.5,-0.210812849757402,0.159077277487387,0.8088,1.55780000000004
5.85,-0.210138613624467,0,2.632,2.78249999999997
5.61,-0.20598078274622,0,3.0711,3.2987
6.1,-0.203485291650878,0.186252332635926,2.0028,2.08299999999997
6.4,-0.201788254207924,0.103727884598688,1.1377,1.62979999999999
5.62,-0.200420079425441,0,3.0711,3.2987
6.45,-0.198629380865863,0,1.1377,1.62979999999999
5.64,-0.193620029646894,0,3.0711,3.2987
5.63,-0.190117643891399,0,3.0711,3.2987
5.35,-0.188725574814615,0,3.8232,4.26760000000002
5.4,-0.177921763435624,0.271283128305305,3.6246,3.90879999999999
6.55,-0.170944058449082,0,0.8088,1.55780000000004
5.9,-0.168130839123463,0.34073349052389,2.4565,2.5378
5.81,-0.160315905870479,0,2.632,2.78249999999997
5.34,-0.15918596183492,0,3.8232,4.26760000000002
8.25,-0.157827270700648,0,0.3625,0.781900000000007
6.6,-0.154701482301222,0.396973705570317,0.5425,1.5213
5.82,-0.154464126708962,0,2.632,2.78249999999997
5.84,-0.153386577095544,0,2.632,2.78249999999997
5.83,-0.152193868233637,0,2.632,2.78249999999997
6.65,-0.149452224395805,0,0.5425,1.5213
6.2,-0.149095739673054,0.274037523661286,1.7137,1.89909999999998
5.44,-0.145062374945144,0,3.6246,3.90879999999999
8.2,-0.143422812505996,0.0272852150208548,0.3625,0.781900000000007
5.33,-0.14055767074076,0,3.8232,4.26760000000002
7.3,-0.140165043499158,0.0840107454511096,0.4463,0.991600000000005
7.2,-0.139229313530397,0.110999315022636,0.7995,1.04609999999997
6.25,-0.137636639258294,0,1.7137,1.89909999999998
5.31,-0.137609508036803,0,3.8232,4.26760000000002
5.32,-0.137495824120896,0,3.8232,4.26760000000002
5.95,-0.136305035747418,0,2.4565,2.5378
5.41,-0.134735938974958,0,3.6246,3.90879999999999
5.42,-0.133799486704199,0,3.6246,3.90879999999999
7.35,-0.133720161789834,0,0.4463,0.991600000000005
5.43,-0.132477404489343,0,3.6246,3.90879999999999
5.2,-0.12976766747205,0.363305145956897,4.0593,4.65729999999996
6.12,-0.127418857629602,0,2.0028,2.08299999999997
5.25,-0.126854365207087,0,4.0593,4.65729999999996
6.14,-0.126544717973797,0,2.0028,2.08299999999997
6.13,-0.126480868475202,0,2.0028,2.08299999999997
6.11,-0.126376752594577,0,2.0028,2.08299999999997
6,-0.119105047372954,0.167319198272726,2.3088,2.29919999999998
6.35,-0.116306018569847,0,1.4901,1.74490000000003
6.44,-0.11606381857872,0,1.1377,1.62979999999999
7.45,-0.114892379731099,0,0.1246,0.980500000000006
7.25,-0.113495979269201,0,0.7995,1.04609999999997
7.4,-0.113442388927049,0.21312828983635,0.1246,0.980500000000006
6.42,-0.112933429828851,0,1.1377,1.62979999999999
6.41,-0.112619956036186,0,1.1377,1.62979999999999
6.43,-0.111738101921604,0,1.1377,1.62979999999999
6.52,-0.111074424388429,0,0.8088,1.55780000000004
6.54,-0.110683812126459,0,0.8088,1.55780000000004
6.51,-0.110682568850327,0,0.8088,1.55780000000004
6.53,-0.110512149517138,0,0.8088,1.55780000000004
9.2,-0.107167727391214,0.135575780594993,0.2293,0.696100000000001
9.25,-0.104797557042848,0,0.2293,0.696100000000001
5.24,-0.101261347798646,0,4.0593,4.65729999999996
5.94,-0.101147976354387,0,2.4565,2.5378
5.91,-0.100947121342194,0,2.4565,2.5378
5.92,-0.100807493796254,0,2.4565,2.5378
5.93,-0.100727210428224,0,2.4565,2.5378
8.3,-0.0998093410009777,0.0588500078906614,0.0512,0.770600000000002
8.35,-0.0964201407805849,0,0.0512,0.770600000000002
5.23,-0.0957324477085725,0,4.0593,4.65729999999996
5.22,-0.0935294559063993,0,4.0593,4.65729999999996
5.21,-0.0934897202504231,0,4.0593,4.65729999999996
8.24,-0.0885524212332568,0,0.3625,0.781900000000007
7.34,-0.0884656026074582,0,0.4463,0.991600000000005
6.64,-0.0876781346292879,0,0.5425,1.5213
6.61,-0.0873963068838462,0,0.5425,1.5213
6.62,-0.0872248630218823,0,0.5425,1.5213
6.63,-0.0870856519827223,0,0.5425,1.5213
8.23,-0.0870025493458535,0,0.3625,0.781900000000007
7.31,-0.0868199655633579,0,0.4463,0.991600000000005
8.22,-0.0867963466350168,0,0.3625,0.781900000000007
7.33,-0.0861155761827006,0,0.4463,0.991600000000005
8.21,-0.0847558664284273,0,0.3625,0.781900000000007
9.35,-0.0841545016284784,0,0.0326,0.691500000000019
7.32,-0.0831657497013411,0,0.4463,0.991600000000005
6.3,-0.0816766463544738,0.0937126706959994,1.4901,1.74490000000003
9.3,-0.0812964952484559,0.170559435726589,0.0326,0.691500000000019
6.22,-0.0812105967496293,0,1.7137,1.89909999999998
6.21,-0.080929615605891,0,1.7137,1.89909999999998
6.23,-0.0807341258936811,0,1.7137,1.89909999999998
6.24,-0.0806344290130743,0,1.7137,1.89909999999998
6.05,-0.0800971641794904,0,2.3088,2.29919999999998
7.23,-0.0796983039682701,0,0.7995,1.04609999999997
7.22,-0.0771363934899151,0,0.7995,1.04609999999997
7.21,-0.0768716844943872,0,0.7995,1.04609999999997
7.24,-0.0768337280410413,0,0.7995,1.04609999999997
10.2,-0.0757206127198732,0.174861122838917,0.1754,0.663000000000011
7.44,-0.0722725912467795,0,0.1246,0.980500000000006
7.41,-0.0710337608145173,0,0.1246,0.980500000000006
7.42,-0.0703688697758201,0,0.1246,0.980500000000006
12.3,-0.0702046810776275,0.187687454962996,0.0295,0.638600000000054
10.3,-0.0701509742290978,0.198464722292712,0.0243,0.661200000000008
7.43,-0.06914508686261,0,0.1246,0.980500000000006
11.3,-0.0662348359797235,0.180629105086093,0.0398,0.645000000000039
21.2,-0.0656094651099584,0.198382476023903,0.1758,0.639299999999992
21.35,-0.0652581586993262,0,0.0297,0.636699999999962
9.22,-0.0650469059346156,0,0.2293,0.696100000000001
16.25,-0.0650188121980935,0,0.1694,0.63839999999999
9.23,-0.0646047102853685,0,0.2293,0.696100000000001
9.21,-0.0642763700521447,0,0.2293,0.696100000000001
11.35,-0.0641164040001476,0,0.0398,0.645000000000039
10.25,-0.0638530027863679,0,0.1754,0.663000000000011
22.3,-0.0634886891334264,0.200341136361431,0.0317,0.636099999999999
10.35,-0.0629888042490851,0,0.0243,0.661200000000008
16.35,-0.06249587377052,0,0.031,0.635899999999992
9.24,-0.0622931634362007,0,0.2293,0.696100000000001
12.2,-0.0622418414922437,0.191985692534022,0.1804,0.642299999999977
21.3,-0.0621650057621451,0.196984654542657,0.0297,0.636699999999962
6.04,-0.0610681678722603,0,2.3088,2.29919999999998
13.25,-0.060917573826828,0,0.1903,0.641799999999989
6.01,-0.0597153227044013,0,2.3088,2.29919999999998
6.02,-0.0591146713284177,0,2.3088,2.29919999999998
13.3,-0.0587998583580481,0.194681264472463,0.0397,0.63779999999997
21.25,-0.0586697326537893,0,0.1758,0.639299999999992
6.03,-0.0586054892315144,0,2.3088,2.29919999999998
20.3,-0.0583879250354439,0.216992201806277,0.024,0.637499999999989
13.2,-0.0576028708152881,0.206548471070708,0.1903,0.641799999999989
6.34,-0.0571918573262391,0,1.4901,1.74490000000003
11.25,-0.0571106219597111,0,0.2055,0.649600000000021
6.33,-0.0568997983548532,0,1.4901,1.74490000000003
6.32,-0.0568175146807672,0,1.4901,1.74490000000003
8.31,-0.0567488346617745,0,0.0512,0.770600000000002
6.31,-0.056711453139475,0,1.4901,1.74490000000003
19.25,-0.0564502983976314,0,0.1758,0.637300000000039
8.32,-0.0563467596165257,0,0.0512,0.770600000000002
8.33,-0.0562962997302648,0,0.0512,0.770600000000002
8.34,-0.0561838018964214,0,0.0512,0.770600000000002
18.3,-0.0559851832501021,0.209400736081184,0.0268,0.636000000000024
12.25,-0.0557991731046068,0,0.1804,0.642299999999977
15.35,-0.0557677167553499,0,0.0451,0.635500000000036
14.3,-0.0552621348331417,0.212790630655283,0.0263,0.637499999999989
20.35,-0.0550098441277221,0,0.024,0.637499999999989
13.35,-0.0543346622395789,0,0.0397,0.63779999999997
19.2,-0.0540553524609284,0.201076328595805,0.1758,0.637300000000039
19.3,-0.0538734964660091,0.197110965797648,0.0306,0.634700000000009
9.31,-0.0537883083815841,0,0.0326,0.691500000000019
22.25,-0.0537735547508656,0,0.177,0.638899999999978
18.35,-0.0533614420554368,0,0.0268,0.636000000000024
14.2,-0.0529498295489508,0.209359351235022,0.1584,0.639099999999985
22.2,-0.0526158854860962,0.202976081638459,0.177,0.638899999999978
9.34,-0.0525875719588055,0,0.0326,0.691500000000019
9.32,-0.0525697454474089,0,0.0326,0.691500000000019
9.33,-0.0525051419959881,0,0.0326,0.691500000000019
22.35,-0.0523722106189458,0,0.0317,0.636099999999999
17.35,-0.0519500438076328,0,0.0339,0.634200000000021
18.25,-0.0515367831947612,0,0.1621,0.637699999999995
17.3,-0.0511736034488325,0.201633085436818,0.0339,0.634200000000021
18.2,-0.0495140431141607,0.206524543600458,0.1621,0.637699999999995
15.2,-0.0493600425517742,0.206493616395432,0.2002,0.640300000000025
15.3,-0.0474504770602051,0.19260210440846,0.0451,0.635500000000036
20.2,-0.0462579536691239,0.206980964307748,0.1541,0.638599999999997
14.35,-0.0461572954123243,0,0.0263,0.637499999999989
17.2,-0.0453066847020483,0.208063130749822,0.1775,0.637200000000007
17.25,-0.0453012078857882,0,0.1775,0.637200000000007
11.2,-0.0434397654608723,0.188205635635257,0.2055,0.649600000000021
20.25,-0.0429446669886811,0,0.1541,0.638599999999997
10.23,-0.042821992415584,0,0.1754,0.663000000000011
10.22,-0.0428166154280805,0,0.1754,0.663000000000011
4.85,-0.0425910189111084,0,3.7842,6.28449999999998
14.25,-0.0424718517535931,0,0.1584,0.639099999999985
11.34,-0.0418895467706899,0,0.0398,0.645000000000039
16.3,-0.0415746656324775,0.207876550920762,0.031,0.635899999999992
10.21,-0.0413818521621628,0,0.1754,0.663000000000011
19.35,-0.0410764458095834,0,0.0306,0.634700000000009
10.24,-0.0408511710595053,0,0.1754,0.663000000000011
10.31,-0.0404411762258521,0,0.0243,0.661200000000008
4.8,-0.0402466522208701,0.711149294050487,3.7842,6.28449999999998
12.35,-0.0400614525968527,0,0.0295,0.638600000000054
21.32,-0.0399316960491076,0,0.0297,0.636699999999962
7.5,-0.0398003813247795,0.388468513822713,0.0318,0.99939999999998
10.33,-0.0396875724087919,0,0.0243,0.661200000000008
10.34,-0.0396805898499329,0,0.0243,0.661200000000008
8.15,-0.0391724149559012,0,0.7011,0.833199999999977
10.32,-0.0391444090501158,0,0.0243,0.661200000000008
11.33,-0.0391168312378041,0,0.0398,0.645000000000039
11.32,-0.0390934198830791,0,0.0398,0.645000000000039
11.31,-0.0389581017490322,0,0.0398,0.645000000000039
21.22,-0.0384490506206673,0,0.1758,0.639299999999992
21.31,-0.0382807440155475,0,0.0297,0.636699999999962
21.34,-0.0380530588921297,0,0.0297,0.636699999999962
22.31,-0.0378921524509213,0,0.0317,0.636099999999999
21.33,-0.0378586816539284,0,0.0297,0.636699999999962
16.2,-0.0373686560345228,0.210201268114378,0.1694,0.63839999999999
22.33,-0.0371016003370258,0,0.0317,0.636099999999999
22.32,-0.0369978552340017,0,0.0317,0.636099999999999
22.34,-0.0369151373219836,0,0.0317,0.636099999999999
21.24,-0.0368483261301525,0,0.1758,0.639299999999992
12.21,-0.036495282796415,0,0.1804,0.642299999999977
13.23,-0.0364775333277718,0,0.1903,0.641799999999989
21.23,-0.0364570788247266,0,0.1758,0.639299999999992
21.21,-0.0363988987196943,0,0.1758,0.639299999999992
20.31,-0.03606821765765,0,0.024,0.637499999999989
12.22,-0.0358853184316218,0,0.1804,0.642299999999977
12.24,-0.0358769622424592,0,0.1804,0.642299999999977
13.31,-0.0358708199730144,0,0.0397,0.63779999999997
12.23,-0.0356811246520375,0,0.1804,0.642299999999977
13.33,-0.0356494050307217,0,0.0397,0.63779999999997
13.34,-0.0354758771159311,0,0.0397,0.63779999999997
13.24,-0.0352882560033573,0,0.1903,0.641799999999989
20.32,-0.0351883620755808,0,0.024,0.637499999999989
19.22,-0.0350966519380109,0,0.1758,0.637300000000039
17.34,-0.0349140776002291,0,0.0339,0.634200000000021
17.32,-0.034828112569072,0,0.0339,0.634200000000021
17.31,-0.0348252328795796,0,0.0339,0.634200000000021
17.33,-0.0347308901122537,0,0.0339,0.634200000000021
22.22,-0.0347301093217772,0,0.177,0.638899999999978
20.34,-0.0344574121908296,0,0.024,0.637499999999989
13.21,-0.0342102626987584,0,0.1903,0.641799999999989
13.22,-0.0341244272289172,0,0.1903,0.641799999999989
13.32,-0.0340926338014942,0,0.0397,0.63779999999997
19.23,-0.0339920735380403,0,0.1758,0.637300000000039
19.24,-0.033957911400984,0,0.1758,0.637300000000039
19.21,-0.0337065027254182,0,0.1758,0.637300000000039
20.33,-0.0335646690950783,0,0.024,0.637499999999989
18.34,-0.0334613634096208,0,0.0268,0.636000000000024
18.31,-0.0332216556111114,0,0.0268,0.636000000000024
18.32,-0.0331583550809488,0,0.0268,0.636000000000024
18.33,-0.0330808260627014,0,0.0268,0.636000000000024
22.24,-0.0330761100082153,0,0.177,0.638899999999978
22.21,-0.0330324930624417,0,0.177,0.638899999999978
22.23,-0.0330238035829548,0,0.177,0.638899999999978
18.24,-0.032862882643502,0,0.1621,0.637699999999995
11.24,-0.032615621717527,0,0.2055,0.649600000000021
