Sample time,accel,throttle,speed,separation
2.1,0,,0,14.058
2.11,0,0,0,14.058
2.12,0,0,0,14.058
2.13,0,0,0,14.058
2.14,0,0,0,14.058
2.15,0,0,0,14.058
2.2,0,,0,14.085
2.21,0,0,0,14.085
2.22,0,0,0,14.085
2.23,0,0,0,14.085
2.24,0,0,0,14.085
2.25,0,0,0,14.085
2.3,0,0.723296075767015,0,14.18
2.31,0,0.798985572277676,0,14.18
2.32,0,0.822222448005673,0,14.18
2.33,0,0.826593631373028,0,14.18
2.34,0,0.823971219831171,0,14.18
2.35,0,0.818864462030795,0,14.18
2.4,0.0822850049147651,1,0.6734,14.3084
2.41,0.039713119445836,0.916212521865159,0.6734,14.3084
2.42,0.0396115747121004,0.87967427512956,0.6734,14.3084
2.43,0.0396206153247061,0.861731433370388,0.6734,14.3084
2.44,0.0391987709510077,0.85084901051482,0.6734,14.3084
2.45,0.0700481310110641,0.842748401266743,0.6734,14.3084
2.5,0.0841257277855423,1,1.3964,14.4345
2.51,0.0443407588697769,0.936878473495555,1.3964,14.4345
2.52,0.0439185167516294,0.909336813499636,1.3964,14.4345
2.53,0.0445542584797217,0.894733312686173,1.3964,14.4345
2.54,0.0449478437652483,0.883842937176265,1.3964,14.4345
2.55,0.0833646302024515,0.875760754340818,1.3964,14.4345
2.6,0.0864878341300879,1,2.1399,14.5573
2.61,0.0385430504685409,0.936114970857806,2.1399,14.5573
2.62,0.038552318239883,0.90831359500525,2.1399,14.5573
2.63,0.0384693294048986,0.893679171514888,2.1399,14.5573
2.64,0.0382698076118317,0.882797463389055,2.1399,14.5573
2.65,0.0646149008999153,0.874693896742429,2.1399,14.5573
2.7,0.0875064016124321,1,2.8798,14.6759
2.71,0.0453670273273811,0.936189263778687,2.8798,14.6759
2.72,0.0453393289167149,0.908332006802531,2.8798,14.6759
2.73,0.0453459604635059,0.893829072018269,2.8798,14.6759
2.74,0.0456357016144283,0.883550528276471,2.8798,14.6759
2.75,0.0838259890355663,0.874829235465049,2.8798,14.6759
2.8,0.0608903103304432,1,3.6169,14.7896
2.81,0.0331616035405311,0.935632630385056,3.6169,14.7896
2.82,0.033465412459209,0.9074850978596,3.6169,14.7896
2.83,0.0327506160920553,0.892891723239697,3.6169,14.7896
2.84,0.0323401990232734,0.882832911245819,3.6169,14.7896
2.85,0.0603700849990676,0.873796643990781,3.6169,14.7896
2.9,0.0782410729962839,1,4.3503,14.8999
2.91,0.038671132140108,0.935163121520033,4.3503,14.8999
2.92,0.0396700704532954,0.906762521905419,4.3503,14.8999
2.93,0.04051216619865,0.892088509352581,4.3503,14.8999
2.94,0.0415760550667033,0.88219122975567,4.3503,14.8999
2.95,0.0727912417166045,0.872942441643941,4.3503,14.8999
3,0.0713849455523088,1,5.0797,15.0069
3.01,0.0400243042653993,0.935497213257383,5.0797,15.0069
3.02,0.0393569019647799,0.907115317969765,5.0797,15.0069
3.03,0.0391385939391396,0.892450998921805,5.0797,15.0069
3.04,0.0389817571984029,0.882799420359203,5.0797,15.0069
3.05,0.079727296948299,0.874085444056248,5.0797,15.0069
3.1,0.0716845487467907,1,5.8061,15.1102
3.11,0.0407282133841523,0.934752604107655,5.8061,15.1102
3.12,0.0408917219353311,0.906009069578794,5.8061,15.1102
3.13,0.0414818570030684,0.891209663786819,5.8061,15.1102
3.14,0.0415003279388789,0.881521678745953,5.8061,15.1102
3.15,0.0777003452461832,0.872932412097211,5.8061,15.1102
3.2,0.072257136410705,1,6.5278,15.2111
3.21,0.039201676587863,0.93466165891861,6.5278,15.2111
